well_tag_number,drilling_method_code,date_added
123093,OTHER,2021-12-13
123094,OTHER,2021-12-13
123096,AIR_ROTARY,2021-12-13
123098,CABLE_TOOL,2021-12-13
123099,OTHER,2021-12-13
123100,DUO_ROTARY,2021-12-13
123101,DUO_ROTARY,2021-12-13
123102,OTHER,2021-12-13
123103,DUO_ROTARY,2021-12-13
123104,DUO_ROTARY,2021-12-13
123105,DUO_ROTARY,2021-12-13
123106,DUO_ROTARY,2021-12-13
123107,DUO_ROTARY,2021-12-13
123108,DUO_ROTARY,2021-12-13
123109,DUO_ROTARY,2021-12-13
123110,DUO_ROTARY,2021-12-13
123111,DUO_ROTARY,2021-12-13
123112,DUO_ROTARY,2021-12-13
123113,AIR_ROTARY,2021-12-13
123114,AIR_ROTARY,2021-12-13
123117,AIR_ROTARY,2021-12-13
123119,DUO_ROTARY,2021-12-13
123120,DUO_ROTARY,2021-12-13
123121,DUO_ROTARY,2021-12-13
123122,DUO_ROTARY,2021-12-13
123123,CABLE_TOOL,2021-12-13
123124,AIR_ROTARY,2021-12-13
123126,OTHER,2021-12-13
123127,AIR_ROTARY,2021-12-13
123130,CABLE_TOOL,2021-12-13
123137,AIR_ROTARY,2021-12-13
123140,UNK,2021-12-13
123141,AIR_ROTARY,2021-12-13
123142,AIR_ROTARY,2021-12-13
123146,AIR_ROTARY,2021-12-13
123150,AIR_ROTARY,2021-12-13
123151,AIR_ROTARY,2021-12-13
123152,AIR_ROTARY,2021-12-13
123155,AIR_ROTARY,2021-12-13
123156,DUO_ROTARY,2021-12-13
123158,OTHER,2021-12-13
123159,OTHER,2021-12-13
123160,OTHER,2021-12-13
123162,OTHER,2021-12-13
123164,AIR_ROTARY,2021-12-13
123165,DUO_ROTARY,2021-12-13
123166,DUO_ROTARY,2021-12-13
123167,DUO_ROTARY,2021-12-13
123168,DUO_ROTARY,2021-12-13
123169,DUO_ROTARY,2021-12-13
123170,DUO_ROTARY,2021-12-13
123171,DUO_ROTARY,2021-12-13
123172,DUO_ROTARY,2021-12-13
123173,DUO_ROTARY,2021-12-13
123174,DUO_ROTARY,2021-12-13
123175,AIR_ROTARY,2021-12-13
123176,AIR_ROTARY,2021-12-13
123177,AIR_ROTARY,2021-12-13
123178,AIR_ROTARY,2021-12-13
123179,AIR_ROTARY,2021-12-13
123180,AIR_ROTARY,2021-12-13
123181,AIR_ROTARY,2021-12-13
123182,AIR_ROTARY,2021-12-13
123183,AIR_ROTARY,2021-12-13
123184,AIR_ROTARY,2021-12-13
123185,DUO_ROTARY,2021-12-13
123186,DUO_ROTARY,2021-12-13
123187,DUO_ROTARY,2021-12-13
123188,AIR_ROTARY,2021-12-13
123189,AIR_ROTARY,2021-12-13
123190,AIR_ROTARY,2021-12-13
123191,AIR_ROTARY,2021-12-13
123192,AIR_ROTARY,2021-12-13
123193,AIR_ROTARY,2021-12-13
123194,AIR_ROTARY,2021-12-13
123195,AIR_ROTARY,2021-12-13
123196,AIR_ROTARY,2021-12-13
123197,AIR_ROTARY,2021-12-13
123198,AIR_ROTARY,2021-12-13
123199,AIR_ROTARY,2021-12-13
123201,AIR_ROTARY,2021-12-13
123202,AIR_ROTARY,2021-12-13
123203,DUO_ROTARY,2021-12-13
123204,DUO_ROTARY,2021-12-13
123205,DUO_ROTARY,2021-12-13
123206,DUO_ROTARY,2021-12-13
123207,DUO_ROTARY,2021-12-13
123208,AIR_ROTARY,2021-12-13
123209,AIR_ROTARY,2021-12-13
123210,AIR_ROTARY,2021-12-13
123211,AIR_ROTARY,2021-12-13
123212,AIR_ROTARY,2021-12-13
123213,AIR_ROTARY,2021-12-13
123214,AIR_ROTARY,2021-12-13
123215,DUO_ROTARY,2021-12-13
123216,DUO_ROTARY,2021-12-13
123217,DUO_ROTARY,2021-12-13
123220,DUO_ROTARY,2021-12-13
123221,DUO_ROTARY,2021-12-13
123222,DUO_ROTARY,2021-12-13
123223,AIR_ROTARY,2021-12-13
123225,DRIVING,2021-12-13
123225,AIR_ROTARY,2021-12-13
123226,AIR_ROTARY,2021-12-13
123226,DRIVING,2021-12-13
123227,DRIVING,2021-12-13
123227,AIR_ROTARY,2021-12-13
123231,DRIVING,2021-12-13
123231,AIR_ROTARY,2021-12-13
123232,AIR_ROTARY,2021-12-13
123232,DRIVING,2021-12-13
123234,AIR_ROTARY,2021-12-13
123234,DRIVING,2021-12-13
123236,AIR_ROTARY,2021-12-13
123236,DRIVING,2021-12-13
123238,DRIVING,2021-12-13
123238,AIR_ROTARY,2021-12-13
123243,DRIVING,2021-12-13
123243,AIR_ROTARY,2021-12-13
123245,AIR_ROTARY,2021-12-13
123245,DRIVING,2021-12-13
123246,AIR_ROTARY,2021-12-13
123248,AIR_ROTARY,2021-12-13
123249,AIR_ROTARY,2021-12-13
123251,AIR_ROTARY,2021-12-13
123253,AIR_ROTARY,2021-12-13
123254,AIR_ROTARY,2021-12-13
123255,AIR_ROTARY,2021-12-13
123256,AIR_ROTARY,2021-12-13
123257,AIR_ROTARY,2021-12-13
123258,DUO_ROTARY,2021-12-13
123260,AIR_ROTARY,2021-12-13
123261,AIR_ROTARY,2021-12-13
123261,DRIVING,2021-12-13
123262,AIR_ROTARY,2021-12-13
123262,DRIVING,2021-12-13
123263,AIR_ROTARY,2021-12-13
123263,DRIVING,2021-12-13
123264,AIR_ROTARY,2021-12-13
123265,AIR_ROTARY,2021-12-13
123266,AIR_ROTARY,2021-12-13
123266,DRIVING,2021-12-13
123267,AIR_ROTARY,2021-12-13
123267,DRIVING,2021-12-13
123268,AIR_ROTARY,2021-12-13
123268,DRIVING,2021-12-13
123269,AIR_ROTARY,2021-12-13
123270,DRIVING,2021-12-13
123270,AIR_ROTARY,2021-12-13
123271,AIR_ROTARY,2021-12-13
123271,DRIVING,2021-12-13
123273,AIR_ROTARY,2021-12-13
123274,AIR_ROTARY,2021-12-13
123275,AIR_ROTARY,2021-12-13
123276,AIR_ROTARY,2021-12-13
123277,AIR_ROTARY,2021-12-13
123278,OTHER,2021-12-13
123279,AIR_ROTARY,2021-12-13
123280,AIR_ROTARY,2021-12-13
123281,AIR_ROTARY,2021-12-13
123282,AIR_ROTARY,2021-12-13
123283,AIR_ROTARY,2021-12-13
123284,AIR_ROTARY,2021-12-13
123285,AIR_ROTARY,2021-12-13
123286,AIR_ROTARY,2021-12-13
123287,AIR_ROTARY,2021-12-13
123288,AIR_ROTARY,2021-12-13
123289,AUGER,2021-12-13
123290,AIR_ROTARY,2021-12-13
123292,CABLE_TOOL,2021-12-13
123293,DUO_ROTARY,2021-12-13
123294,DUO_ROTARY,2021-12-13
123295,EXCAVATING,2021-12-13
123297,AIR_ROTARY,2021-12-13
123298,AIR_ROTARY,2021-12-13
123299,DUO_ROTARY,2021-12-13
123300,DUO_ROTARY,2021-12-13
123301,AIR_ROTARY,2021-12-13
123302,DUO_ROTARY,2021-12-13
123303,DUO_ROTARY,2021-12-13
123304,AIR_ROTARY,2021-12-13
123306,DUO_ROTARY,2021-12-13
123307,DUO_ROTARY,2021-12-13
123308,AIR_ROTARY,2021-12-13
123310,DUO_ROTARY,2021-12-13
123311,AIR_ROTARY,2021-12-13
123313,AIR_ROTARY,2021-12-13
123314,DUO_ROTARY,2021-12-13
123315,DUO_ROTARY,2021-12-13
123316,DUO_ROTARY,2021-12-13
123317,DUO_ROTARY,2021-12-13
123318,DUO_ROTARY,2021-12-13
123319,AIR_ROTARY,2021-12-13
123320,AIR_ROTARY,2021-12-13
123322,OTHER,2021-12-13
123323,OTHER,2021-12-13
123324,OTHER,2021-12-13
123325,AIR_ROTARY,2021-12-13
123327,EXCAVATING,2021-12-13
123328,DUO_ROTARY,2021-12-13
123329,OTHER,2021-12-13
123330,OTHER,2021-12-13
123331,OTHER,2021-12-13
123332,AIR_ROTARY,2021-12-13
123333,DUO_ROTARY,2021-12-13
123333,AIR_ROTARY,2021-12-13
123334,DUO_ROTARY,2021-12-13
123334,AIR_ROTARY,2021-12-13
123335,AIR_ROTARY,2021-12-13
123336,AIR_ROTARY,2021-12-13
123338,AIR_ROTARY,2021-12-13
123339,AIR_ROTARY,2021-12-13
123340,AIR_ROTARY,2021-12-13
123341,AIR_ROTARY,2021-12-13
123344,AIR_ROTARY,2021-12-13
123347,DRIVING,2021-12-13
123348,OTHER,2021-12-13
123349,OTHER,2021-12-13
123350,OTHER,2021-12-13
123351,OTHER,2021-12-13
123352,OTHER,2021-12-13
123354,AIR_ROTARY,2021-12-13
123355,DUO_ROTARY,2021-12-13
123358,AUGER,2021-12-13
123359,AUGER,2021-12-13
123360,AUGER,2021-12-13
123361,DUO_ROTARY,2021-12-13
123362,DUO_ROTARY,2021-12-13
123363,AUGER,2021-12-13
123364,DUO_ROTARY,2021-12-13
123365,AUGER,2021-12-13
123366,DUO_ROTARY,2021-12-13
123367,AUGER,2021-12-13
123368,AUGER,2021-12-13
123369,AUGER,2021-12-13
123370,AUGER,2021-12-13
123371,AUGER,2021-12-13
123372,AIR_ROTARY,2021-12-13
123373,DRIVING,2021-12-13
123373,AIR_ROTARY,2021-12-13
123374,CABLE_TOOL,2021-12-13
123376,CABLE_TOOL,2021-12-13
123378,CABLE_TOOL,2021-12-13
123380,CABLE_TOOL,2021-12-13
123381,CABLE_TOOL,2021-12-13
123382,CABLE_TOOL,2021-12-13
123384,CABLE_TOOL,2021-12-13
123385,CABLE_TOOL,2021-12-13
123386,CABLE_TOOL,2021-12-13
123387,CABLE_TOOL,2021-12-13
123388,CABLE_TOOL,2021-12-13
123389,CABLE_TOOL,2021-12-13
123390,CABLE_TOOL,2021-12-13
123391,AIR_ROTARY,2021-12-13
123392,AIR_ROTARY,2021-12-13
123393,AIR_ROTARY,2021-12-13
123394,CABLE_TOOL,2021-12-13
123395,CABLE_TOOL,2021-12-13
123396,CABLE_TOOL,2021-12-13
123397,CABLE_TOOL,2021-12-13
123398,CABLE_TOOL,2021-12-13
123399,CABLE_TOOL,2021-12-13
123400,CABLE_TOOL,2021-12-13
123402,CABLE_TOOL,2021-12-13
123403,CABLE_TOOL,2021-12-13
123404,CABLE_TOOL,2021-12-13
123406,CABLE_TOOL,2021-12-13
123407,CABLE_TOOL,2021-12-13
123408,CABLE_TOOL,2021-12-13
123409,CABLE_TOOL,2021-12-13
123410,CABLE_TOOL,2021-12-13
123411,CABLE_TOOL,2021-12-13
123412,CABLE_TOOL,2021-12-13
123413,CABLE_TOOL,2021-12-13
123414,CABLE_TOOL,2021-12-13
123415,CABLE_TOOL,2021-12-13
123416,CABLE_TOOL,2021-12-13
123417,CABLE_TOOL,2021-12-13
123418,CABLE_TOOL,2021-12-13
123419,CABLE_TOOL,2021-12-13
123420,DUO_ROTARY,2021-12-13
123421,CABLE_TOOL,2021-12-13
123422,CABLE_TOOL,2021-12-13
123423,CABLE_TOOL,2021-12-13
123424,CABLE_TOOL,2021-12-13
123425,CABLE_TOOL,2021-12-13
123426,CABLE_TOOL,2021-12-13
123427,CABLE_TOOL,2021-12-13
123428,CABLE_TOOL,2021-12-13
123429,CABLE_TOOL,2021-12-13
123430,CABLE_TOOL,2021-12-13
123432,AIR_ROTARY,2021-12-13
123433,AIR_ROTARY,2021-12-13
123434,AIR_ROTARY,2021-12-13
123435,CABLE_TOOL,2021-12-13
123436,CABLE_TOOL,2021-12-13
123437,CABLE_TOOL,2021-12-13
123438,CABLE_TOOL,2021-12-13
123439,CABLE_TOOL,2021-12-13
123440,AIR_ROTARY,2021-12-13
123441,CABLE_TOOL,2021-12-13
123442,AIR_ROTARY,2021-12-13
123443,CABLE_TOOL,2021-12-13
123444,CABLE_TOOL,2021-12-13
123445,CABLE_TOOL,2021-12-13
123446,CABLE_TOOL,2021-12-13
123447,CABLE_TOOL,2021-12-13
123448,CABLE_TOOL,2021-12-13
123450,DUO_ROTARY,2021-12-13
123451,CABLE_TOOL,2021-12-13
123452,CABLE_TOOL,2021-12-13
123453,CABLE_TOOL,2021-12-13
123454,CABLE_TOOL,2021-12-13
123455,CABLE_TOOL,2021-12-13
123456,CABLE_TOOL,2021-12-13
123457,CABLE_TOOL,2021-12-13
123458,CABLE_TOOL,2021-12-13
123459,CABLE_TOOL,2021-12-13
123460,CABLE_TOOL,2021-12-13
123461,CABLE_TOOL,2021-12-13
123462,CABLE_TOOL,2021-12-13
123463,CABLE_TOOL,2021-12-13
123464,AIR_ROTARY,2021-12-13
123465,AIR_ROTARY,2021-12-13
123466,AIR_ROTARY,2021-12-13
123466,MUD_ROTARY,2021-12-13
123469,AIR_ROTARY,2021-12-13
123470,DUO_ROTARY,2021-12-13
123471,DUO_ROTARY,2021-12-13
123472,DUO_ROTARY,2021-12-13
123473,DUO_ROTARY,2021-12-13
123474,DUO_ROTARY,2021-12-13
123475,DUO_ROTARY,2021-12-13
123476,DUO_ROTARY,2021-12-13
123477,DUO_ROTARY,2021-12-13
123478,DUO_ROTARY,2021-12-13
123479,DUO_ROTARY,2021-12-13
123481,DUO_ROTARY,2021-12-13
123482,DUO_ROTARY,2021-12-13
123483,DUO_ROTARY,2021-12-13
123484,DUO_ROTARY,2021-12-13
123485,DUO_ROTARY,2021-12-13
123486,DUO_ROTARY,2021-12-13
123488,AIR_ROTARY,2021-12-13
123489,DUO_ROTARY,2021-12-13
123490,DUO_ROTARY,2021-12-13
123491,DUO_ROTARY,2021-12-13
123492,DUO_ROTARY,2021-12-13
123493,DUO_ROTARY,2021-12-13
123494,DUO_ROTARY,2021-12-13
123495,DUO_ROTARY,2021-12-13
123496,DUO_ROTARY,2021-12-13
123498,DUO_ROTARY,2021-12-13
123499,DUO_ROTARY,2021-12-13
123500,DUO_ROTARY,2021-12-13
123501,DUO_ROTARY,2021-12-13
123502,DUO_ROTARY,2021-12-13
123503,DUO_ROTARY,2021-12-13
123504,DUO_ROTARY,2021-12-13
123505,DUO_ROTARY,2021-12-13
123506,DUO_ROTARY,2021-12-13
123507,DUO_ROTARY,2021-12-13
123508,DUO_ROTARY,2021-12-13
123509,DUO_ROTARY,2021-12-13
123510,DUO_ROTARY,2021-12-13
123511,DUO_ROTARY,2021-12-13
123512,DUO_ROTARY,2021-12-13
123513,DUO_ROTARY,2021-12-13
123514,DUO_ROTARY,2021-12-13
123515,DUO_ROTARY,2021-12-13
123516,DUO_ROTARY,2021-12-13
123517,DUO_ROTARY,2021-12-13
123518,DUO_ROTARY,2021-12-13
123519,DUO_ROTARY,2021-12-13
123520,DUO_ROTARY,2021-12-13
123522,DUO_ROTARY,2021-12-13
123523,DUO_ROTARY,2021-12-13
123524,DUO_ROTARY,2021-12-13
123525,DUO_ROTARY,2021-12-13
123526,AIR_ROTARY,2021-12-13
123527,AIR_ROTARY,2021-12-13
123529,AIR_ROTARY,2021-12-13
123530,AIR_ROTARY,2021-12-13
123538,DUO_ROTARY,2021-12-13
123539,DUO_ROTARY,2021-12-13
123540,DUO_ROTARY,2021-12-13
123541,DUO_ROTARY,2021-12-13
123542,DUO_ROTARY,2021-12-13
123543,DUO_ROTARY,2021-12-13
123544,DUO_ROTARY,2021-12-13
123545,DUO_ROTARY,2021-12-13
123546,DUO_ROTARY,2021-12-13
123549,DUO_ROTARY,2021-12-13
123550,DUO_ROTARY,2021-12-13
123551,DUO_ROTARY,2021-12-13
123552,AIR_ROTARY,2021-12-13
123553,DUO_ROTARY,2021-12-13
123554,DUO_ROTARY,2021-12-13
123555,DUO_ROTARY,2021-12-13
123556,DUO_ROTARY,2021-12-13
123557,DUO_ROTARY,2021-12-13
123558,AIR_ROTARY,2021-12-13
123559,DUO_ROTARY,2021-12-13
123560,OTHER,2021-12-13
123561,OTHER,2021-12-13
123562,OTHER,2021-12-13
123563,OTHER,2021-12-13
123564,DUO_ROTARY,2021-12-13
123565,DUO_ROTARY,2021-12-13
123567,DUO_ROTARY,2021-12-13
123568,DUO_ROTARY,2021-12-13
123569,DUO_ROTARY,2021-12-13
123570,DUO_ROTARY,2021-12-13
123571,DUO_ROTARY,2021-12-13
123572,DUO_ROTARY,2021-12-13
123573,DUO_ROTARY,2021-12-13
123575,DUO_ROTARY,2021-12-13
123576,CABLE_TOOL,2021-12-13
123577,CABLE_TOOL,2021-12-13
123578,CABLE_TOOL,2021-12-13
123579,DUO_ROTARY,2021-12-13
123580,CABLE_TOOL,2021-12-13
123581,CABLE_TOOL,2021-12-13
123582,CABLE_TOOL,2021-12-13
123583,CABLE_TOOL,2021-12-13
123584,CABLE_TOOL,2021-12-13
123585,CABLE_TOOL,2021-12-13
123586,DUO_ROTARY,2021-12-13
123587,CABLE_TOOL,2021-12-13
123588,DUO_ROTARY,2021-12-13
123589,CABLE_TOOL,2021-12-13
123590,CABLE_TOOL,2021-12-13
123591,DUO_ROTARY,2021-12-13
123592,DUO_ROTARY,2021-12-13
123593,CABLE_TOOL,2021-12-13
123594,DUO_ROTARY,2021-12-13
123595,DUO_ROTARY,2021-12-13
123596,CABLE_TOOL,2021-12-13
123597,CABLE_TOOL,2021-12-13
123598,CABLE_TOOL,2021-12-13
123599,CABLE_TOOL,2021-12-13
123600,AIR_ROTARY,2021-12-13
123601,CABLE_TOOL,2021-12-13
123603,CABLE_TOOL,2021-12-13
123604,CABLE_TOOL,2021-12-13
123605,CABLE_TOOL,2021-12-13
123606,CABLE_TOOL,2021-12-13
123607,CABLE_TOOL,2021-12-13
123608,CABLE_TOOL,2021-12-13
123609,CABLE_TOOL,2021-12-13
123610,CABLE_TOOL,2021-12-13
123611,DUO_ROTARY,2021-12-13
123612,CABLE_TOOL,2021-12-13
123613,DUO_ROTARY,2021-12-13
123614,DUO_ROTARY,2021-12-13
123615,DUO_ROTARY,2021-12-13
123616,DUO_ROTARY,2021-12-13
123617,EXCAVATING,2021-12-13
123618,DUO_ROTARY,2021-12-13
123619,DUO_ROTARY,2021-12-13
123620,CABLE_TOOL,2021-12-13
123621,DUO_ROTARY,2021-12-13
123622,CABLE_TOOL,2021-12-13
123623,DUO_ROTARY,2021-12-13
123624,CABLE_TOOL,2021-12-13
123625,CABLE_TOOL,2021-12-13
123626,DUO_ROTARY,2021-12-13
123627,DUO_ROTARY,2021-12-13
123628,DUO_ROTARY,2021-12-13
123630,CABLE_TOOL,2021-12-13
123631,CABLE_TOOL,2021-12-13
123632,CABLE_TOOL,2021-12-13
123633,UNK,2021-12-13
123634,CABLE_TOOL,2021-12-13
123635,CABLE_TOOL,2021-12-13
123636,CABLE_TOOL,2021-12-13
123637,CABLE_TOOL,2021-12-13
123638,CABLE_TOOL,2021-12-13
123639,CABLE_TOOL,2021-12-13
123640,CABLE_TOOL,2021-12-13
123641,CABLE_TOOL,2021-12-13
123642,CABLE_TOOL,2021-12-13
123647,CABLE_TOOL,2021-12-13
123648,CABLE_TOOL,2021-12-13
123649,EXCAVATING,2021-12-13
123650,EXCAVATING,2021-12-13
123651,UNK,2021-12-13
123652,CABLE_TOOL,2021-12-13
123655,AIR_ROTARY,2021-12-13
123657,CABLE_TOOL,2021-12-13
123658,CABLE_TOOL,2021-12-13
123659,AIR_ROTARY,2021-12-13
123660,AIR_ROTARY,2021-12-13
123661,CABLE_TOOL,2021-12-13
123662,CABLE_TOOL,2021-12-13
123663,DUO_ROTARY,2021-12-13
123665,AIR_ROTARY,2021-12-13
123666,AIR_ROTARY,2021-12-13
123667,AIR_ROTARY,2021-12-13
123668,AIR_ROTARY,2021-12-13
123669,DUO_ROTARY,2021-12-13
123670,CABLE_TOOL,2021-12-13
123671,CABLE_TOOL,2021-12-13
123672,AIR_ROTARY,2021-12-13
123674,EXCAVATING,2021-12-13
123675,CABLE_TOOL,2021-12-13
123676,CABLE_TOOL,2021-12-13
123678,UNK,2021-12-13
123679,AIR_ROTARY,2021-12-13
123680,AIR_ROTARY,2021-12-13
123681,AIR_ROTARY,2021-12-13
123682,UNK,2021-12-13
123683,AIR_ROTARY,2021-12-13
123686,AIR_ROTARY,2021-12-13
123687,AIR_ROTARY,2021-12-13
123688,UNK,2021-12-13
123689,AIR_ROTARY,2021-12-13
123690,AIR_ROTARY,2021-12-13
123691,EXCAVATING,2021-12-13
123692,AIR_ROTARY,2021-12-13
123693,AIR_ROTARY,2021-12-13
123694,AIR_ROTARY,2021-12-13
123695,AIR_ROTARY,2021-12-13
123696,AIR_ROTARY,2021-12-13
123697,AIR_ROTARY,2021-12-13
123699,UNK,2021-12-13
123700,AIR_ROTARY,2021-12-13
123701,AIR_ROTARY,2021-12-13
123702,AIR_ROTARY,2021-12-13
123704,AIR_ROTARY,2021-12-13
123705,AIR_ROTARY,2021-12-13
123706,AIR_ROTARY,2021-12-13
123707,AIR_ROTARY,2021-12-13
123708,AIR_ROTARY,2021-12-13
123708,DUO_ROTARY,2021-12-13
123709,AIR_ROTARY,2021-12-13
123709,DUO_ROTARY,2021-12-13
123710,DUO_ROTARY,2021-12-13
123710,AIR_ROTARY,2021-12-13
123711,DUO_ROTARY,2021-12-13
123711,AIR_ROTARY,2021-12-13
123712,DUO_ROTARY,2021-12-13
123712,AIR_ROTARY,2021-12-13
123713,AIR_ROTARY,2021-12-13
123713,DUO_ROTARY,2021-12-13
123714,DUO_ROTARY,2021-12-13
123714,AIR_ROTARY,2021-12-13
123715,AIR_ROTARY,2021-12-13
123715,DUO_ROTARY,2021-12-13
123716,AIR_ROTARY,2021-12-13
123717,AIR_ROTARY,2021-12-13
123718,AIR_ROTARY,2021-12-13
123719,UNK,2021-12-13
123721,AIR_ROTARY,2021-12-13
123722,AIR_ROTARY,2021-12-13
123722,DRIVING,2021-12-13
123723,OTHER,2021-12-13
123724,OTHER,2021-12-13
123725,OTHER,2021-12-13
123727,OTHER,2021-12-13
123728,AIR_ROTARY,2021-12-13
123729,OTHER,2021-12-13
123730,AIR_ROTARY,2021-12-13
123731,AIR_ROTARY,2021-12-13
123732,AIR_ROTARY,2021-12-13
123733,AIR_ROTARY,2021-12-13
123734,AIR_ROTARY,2021-12-13
123735,AIR_ROTARY,2021-12-13
123736,AIR_ROTARY,2021-12-13
123737,AIR_ROTARY,2021-12-13
123738,AIR_ROTARY,2021-12-13
123739,AIR_ROTARY,2021-12-13
123740,DUO_ROTARY,2021-12-13
123741,DUO_ROTARY,2021-12-13
123742,AIR_ROTARY,2021-12-13
123743,AIR_ROTARY,2021-12-13
123744,AIR_ROTARY,2021-12-13
123745,AIR_ROTARY,2021-12-13
123746,AIR_ROTARY,2021-12-13
123747,AIR_ROTARY,2021-12-13
123748,AIR_ROTARY,2021-12-13
123749,AIR_ROTARY,2021-12-13
123750,AIR_ROTARY,2021-12-13
123751,AIR_ROTARY,2021-12-13
123752,AIR_ROTARY,2021-12-13
123753,AIR_ROTARY,2021-12-13
123754,AIR_ROTARY,2021-12-13
123755,AIR_ROTARY,2021-12-13
123758,AIR_ROTARY,2021-12-13
123758,DUO_ROTARY,2021-12-13
123759,AIR_ROTARY,2021-12-13
123759,DUO_ROTARY,2021-12-13
123762,DUO_ROTARY,2021-12-13
123762,AIR_ROTARY,2021-12-13
123763,DUO_ROTARY,2021-12-13
123763,AIR_ROTARY,2021-12-13
123764,DUO_ROTARY,2021-12-13
123764,AIR_ROTARY,2021-12-13
123766,DUO_ROTARY,2021-12-13
123766,AIR_ROTARY,2021-12-13
123767,AIR_ROTARY,2021-12-13
123767,DUO_ROTARY,2021-12-13
123768,AIR_ROTARY,2021-12-13
123768,DUO_ROTARY,2021-12-13
123769,DUO_ROTARY,2021-12-13
123769,AIR_ROTARY,2021-12-13
123770,AIR_ROTARY,2021-12-13
123771,DUO_ROTARY,2021-12-13
123771,AIR_ROTARY,2021-12-13
123772,AIR_ROTARY,2021-12-13
123772,DUO_ROTARY,2021-12-13
123773,CABLE_TOOL,2021-12-13
123773,AIR_ROTARY,2021-12-13
123775,UNK,2021-12-13
123776,DUO_ROTARY,2021-12-13
123776,AIR_ROTARY,2021-12-13
123777,AIR_ROTARY,2021-12-13
123777,DUO_ROTARY,2021-12-13
123778,DUO_ROTARY,2021-12-13
123778,AIR_ROTARY,2021-12-13
123779,AIR_ROTARY,2021-12-13
123779,DUO_ROTARY,2021-12-13
123780,AIR_ROTARY,2021-12-13
123780,DUO_ROTARY,2021-12-13
123781,DUO_ROTARY,2021-12-13
123781,AIR_ROTARY,2021-12-13
123782,DUO_ROTARY,2021-12-13
123782,AIR_ROTARY,2021-12-13
123783,DUO_ROTARY,2021-12-13
123783,AIR_ROTARY,2021-12-13
123784,AIR_ROTARY,2021-12-13
123784,DUO_ROTARY,2021-12-13
123785,DUO_ROTARY,2021-12-13
123785,AIR_ROTARY,2021-12-13
123787,AIR_ROTARY,2021-12-13
123787,DUO_ROTARY,2021-12-13
123788,AIR_ROTARY,2021-12-13
123788,DUO_ROTARY,2021-12-13
123789,AIR_ROTARY,2021-12-13
123789,DUO_ROTARY,2021-12-13
123790,AIR_ROTARY,2021-12-13
123790,DUO_ROTARY,2021-12-13
123791,AIR_ROTARY,2021-12-13
123791,DUO_ROTARY,2021-12-13
123792,AIR_ROTARY,2021-12-13
123792,DUO_ROTARY,2021-12-13
123793,MUD_ROTARY,2021-12-13
123793,AIR_ROTARY,2021-12-13
123794,DUO_ROTARY,2021-12-13
123794,AIR_ROTARY,2021-12-13
123795,AIR_ROTARY,2021-12-13
123795,DUO_ROTARY,2021-12-13
123796,AIR_ROTARY,2021-12-13
123796,DUO_ROTARY,2021-12-13
123797,AIR_ROTARY,2021-12-13
123797,DUO_ROTARY,2021-12-13
123798,AIR_ROTARY,2021-12-13
123798,DUO_ROTARY,2021-12-13
123799,AIR_ROTARY,2021-12-13
123800,AIR_ROTARY,2021-12-13
123800,DUO_ROTARY,2021-12-13
123801,DUO_ROTARY,2021-12-13
123801,AIR_ROTARY,2021-12-13
123802,DUO_ROTARY,2021-12-13
123802,AIR_ROTARY,2021-12-13
123803,DUO_ROTARY,2021-12-13
123803,AIR_ROTARY,2021-12-13
123804,AIR_ROTARY,2021-12-13
123805,DUO_ROTARY,2021-12-13
123806,DUO_ROTARY,2021-12-13
123807,DUO_ROTARY,2021-12-13
123808,DUO_ROTARY,2021-12-13
123809,DUO_ROTARY,2021-12-13
123810,AIR_ROTARY,2021-12-13
123811,AIR_ROTARY,2021-12-13
123812,AIR_ROTARY,2021-12-13
123813,DUO_ROTARY,2021-12-13
123814,AIR_ROTARY,2021-12-13
123815,AIR_ROTARY,2021-12-13
123816,DUO_ROTARY,2021-12-13
123817,AIR_ROTARY,2021-12-13
123818,AIR_ROTARY,2021-12-13
123819,DUO_ROTARY,2021-12-13
123820,AIR_ROTARY,2021-12-13
123821,AIR_ROTARY,2021-12-13
123821,DUO_ROTARY,2021-12-13
123822,DUO_ROTARY,2021-12-13
123822,AIR_ROTARY,2021-12-13
123823,DUO_ROTARY,2021-12-13
123823,AIR_ROTARY,2021-12-13
123824,DUO_ROTARY,2021-12-13
123824,AIR_ROTARY,2021-12-13
123825,DUO_ROTARY,2021-12-13
123826,DUO_ROTARY,2021-12-13
123827,DUO_ROTARY,2021-12-13
123828,DUO_ROTARY,2021-12-13
123829,DUO_ROTARY,2021-12-13
123830,DUO_ROTARY,2021-12-13
123831,DUO_ROTARY,2021-12-13
123831,AIR_ROTARY,2021-12-13
123832,DUO_ROTARY,2021-12-13
123832,AIR_ROTARY,2021-12-13
123833,DUO_ROTARY,2021-12-13
123834,DUO_ROTARY,2021-12-13
123835,DUO_ROTARY,2021-12-13
123836,DUO_ROTARY,2021-12-13
123837,DUO_ROTARY,2021-12-13
123837,AIR_ROTARY,2021-12-13
123838,DUO_ROTARY,2021-12-13
123839,DUO_ROTARY,2021-12-13
123840,AIR_ROTARY,2021-12-13
123840,DUO_ROTARY,2021-12-13
123841,DUO_ROTARY,2021-12-13
123842,DUO_ROTARY,2021-12-13
123843,DUO_ROTARY,2021-12-13
123844,DUO_ROTARY,2021-12-13
